MrotInHour,Salary,Class
6,16657,1
11,11240,0
5,14143,1
8,8550,0
8,6009,0
9,23227,1
4,22292,1
8,3029,0
14,19387,0
2,9537,1
13,10917,0
6,21852,1
5,18621,1
2,1571,0
9,1209,0
10,19136,0
11,17712,0
7,19321,1
11,3412,0
7,17645,1
14,3704,0
7,24388,1
4,6735,0
14,8850,0
4,9601,1
4,17385,1
8,18867,0
11,17357,0
13,4207,0
3,7413,1
4,20755,1
8,574,0
8,24305,1
3,10358,1
13,23326,0
11,4507,0
11,16566,0
7,16388,0
3,5404,0
8,17439,0
7,8896,0
11,23884,0
2,21904,1
5,22774,1
4,14524,1
2,24524,1
8,6852,0
5,14880,1
6,7774,0
13,8184,0
11,10895,0
2,18809,1
7,19791,1
8,6075,0
4,24797,1
14,14883,0
4,20378,1
6,11467,0
12,16979,0
8,1814,0
6,3963,0
5,17416,1
14,13614,0
2,2627,0
5,6067,0
10,24203,1
8,17045,0
11,19001,0
7,19737,1
8,6903,0
13,20171,0
10,8151,0
9,20631,0
6,19855,1
7,17734,1
8,16543,0
4,13983,1
12,24360,0
2,1608,0
6,6907,0
14,19595,0
12,23761,0
4,4127,0
3,19009,1
4,15750,1
5,8491,0
6,2738,0
7,2346,0
2,19961,1
8,9702,0
2,9480,1
5,4745,0
6,20634,1
14,7450,0
2,8314,1
8,6145,0
10,8715,0
7,2782,0
6,15855,1
5,14650,1
14,11877,0
13,18749,0
14,7300,0
2,1588,0
14,15782,0
7,22944,1
8,23415,1
11,9400,0
11,9265,0
13,22325,0
12,17709,0
11,2185,0
6,6345,0
7,16220,0
9,7237,0
10,9194,0
13,9614,0
6,12640,0
11,22678,0
8,23053,1
7,3299,0
2,17736,1
9,5496,0
14,16012,0
3,7365,1
14,7929,0
10,9379,0
12,7527,0
3,7369,1
7,21199,1
7,16127,0
3,6204,0
13,1192,0
7,11630,0
3,24602,1
13,24806,0
11,23625,0
3,7292,1
14,5857,0
14,13007,0
2,6443,1
14,16307,0
12,17653,0
7,1350,0
9,17175,0
14,17872,0
14,2068,0
8,12524,0
13,24010,0
14,19620,0
6,19926,1
12,13858,0
12,15119,0
7,6948,0
2,24581,1
9,18787,0
11,9061,0
3,17964,1
4,16264,1
4,5910,0
13,4621,0
12,20278,0
11,8206,0
8,10384,0
7,19865,1
14,7303,0
2,6020,1
4,22780,1
2,23865,1
6,12892,0
5,12054,1
5,2731,0
4,2694,0
12,22404,0
4,19118,1
5,12199,1
12,18964,0
7,9850,0
12,3669,0
14,15061,0
2,18840,1
4,9545,0
3,21740,1
10,21876,0
11,3652,0
12,18489,0
10,13836,0
2,15340,1
13,3852,0
6,7517,0
5,19812,1
3,6201,0
6,5241,0
12,16989,0
8,11587,0
4,5515,0
7,17104,1
2,7050,1
6,6833,0
4,23918,1
4,13719,1
5,1448,0
13,12194,0
6,1372,0
7,14956,0
8,392,0
10,10776,0
8,18453,0
8,7074,0
3,6720,0
8,4489,0
3,1946,0
3,16378,1
14,19187,0
8,1655,0
10,12188,0
11,20083,0
13,6798,0
3,24929,1
3,3867,0
6,24655,1
10,4434,0
4,1429,0
7,24737,1
8,5651,0
6,14889,1
12,24865,0
12,15877,0
11,1020,0
8,22384,1
3,24865,1
6,19644,1
7,17462,1
8,9516,0
6,11031,0
2,12684,1
13,15718,0
3,20685,1
8,17236,0
2,14441,1
4,12862,1
12,1184,0
10,16942,0
9,17974,0
6,1667,0
8,23004,1
14,7487,0
14,20326,0
9,24048,1
14,15262,0
13,17595,0
2,8735,1
8,6354,0
6,15416,1
11,18441,0
3,23054,1
13,15754,0
10,17890,0
12,6856,0
2,21764,1
13,4777,0
9,12897,0
10,17109,0
7,17387,1
4,17889,1
2,18902,1
11,11079,0
12,24298,0
10,21520,0
3,19540,1
11,24267,0
8,18098,0
10,22164,0
9,18715,0
6,8187,0
4,23841,1
12,3168,0
4,7577,0
5,4781,0
7,2463,0
12,19194,0
11,2119,0
5,16196,1
5,19627,1
11,8619,0
13,11225,0
9,1483,0
7,3965,0
13,23798,0
10,22535,0
5,12593,1
7,4738,0
10,13737,0
6,13868,0
4,9847,1
10,11131,0
5,1110,0
14,4569,0
12,20604,0
10,23668,0
9,13060,0
5,1256,0
2,13147,1
10,8554,0
9,13584,0
11,22506,0
3,15830,1
4,23747,1
11,19577,0
10,23426,0
14,9022,0
3,6250,0
5,20323,1
5,10323,0
10,3647,0
9,2728,0
13,23543,0
3,24133,1
3,24987,1
3,12287,1
6,12697,0
3,2929,0
2,21324,1
12,3309,0
3,9496,1
5,10877,0
2,6089,1
11,6901,0
4,1839,0
3,9527,1
4,13959,1
3,16609,1
4,7809,0
13,13410,0
2,10035,1
9,7162,0
13,6902,0
3,16819,1
9,21248,0
14,22897,0
4,21880,1
5,21409,1
11,6653,0
6,10801,0
11,3707,0
5,23104,1
6,1521,0
6,501,0
8,21746,1
14,7361,0
5,22120,1
4,5866,0
4,12229,1
4,21935,1
2,4051,0
2,16118,1
12,4518,0
5,4849,0
8,18791,0
6,18487,1
14,4813,0
6,10791,0
12,9341,0
8,2760,0
5,17404,1
13,16030,0
3,10035,1
6,6942,0
11,5523,0
6,15461,1
7,9387,0
6,12341,0
10,1781,0
11,11558,0
6,11834,0
10,13586,0
6,16791,1
10,14283,0
5,757,0
10,5987,0
3,10303,1
5,17092,1
7,16661,0
12,13869,0
12,21367,0
8,2961,0
12,5600,0
5,3667,0
7,11983,0
2,8042,1
14,4358,0
9,14211,0
13,9764,0
6,20793,1
2,6085,1
9,18990,0
9,23558,1
6,9054,0
13,13893,0
9,7304,0
13,8629,0
5,9988,0
14,16646,0
10,14016,0
10,15626,0
7,9841,0
13,701,0
7,5967,0
2,18654,1
6,22357,1
12,20538,0
5,3684,0
3,24920,1
11,16272,0
10,9415,0
4,15441,1
6,10842,0
8,15376,0
2,14104,1
10,21871,0
7,10292,0
2,13517,1
12,4387,0
12,18522,0
11,12829,0
11,2759,0
5,14304,1
6,18221,1
2,21284,1
2,21116,1
8,1000,0
8,19738,1
10,20581,0
3,24133,1
6,24500,1
7,20431,1
14,1816,0
3,16951,1
9,9289,0
13,17493,0
2,15154,1
11,24134,0
8,18990,0
13,10907,0
14,9644,0
4,21396,1
3,1729,0
9,6204,0
6,10509,0
2,18133,1
13,5596,0
7,15378,0
11,14946,0
7,7651,0
8,7155,0
8,21669,1
12,1546,0
3,19121,1
2,4775,0
12,8078,0
5,15642,1
4,11606,1
13,3591,0
7,6502,0
9,4286,0
5,17654,1
3,2574,0
4,12608,1
10,8405,0
11,4785,0
2,17243,1
12,8196,0
6,24069,1
2,8380,1
11,15037,0
7,5546,0
6,21064,1
4,24728,1
10,16562,0
11,23256,0
5,4886,0
9,17643,0
3,11254,1
14,19563,0
7,24951,1
8,16277,0
10,4016,0
12,7317,0
12,938,0
9,8991,0
8,20274,1
10,8568,0
8,8506,0
12,23750,0
3,23594,1
8,24109,1
5,15083,1
11,17546,0
8,21618,1
11,24900,0
5,1833,0
6,6326,0
2,15556,1
6,1347,0
5,591,0
12,8034,0
14,2639,0
3,23079,1
3,7837,1
9,7674,0
12,23443,0
4,8660,0
7,19651,1
8,19040,0
9,12323,0
6,4637,0
4,1686,0
10,1681,0
8,18428,0
7,16723,0
13,13458,0
4,10794,1
2,19062,1
11,24438,0
10,21266,0
5,5651,0
8,10646,0
6,9461,0
13,9995,0
7,24268,1
2,23029,1
12,4112,0
3,5841,0
8,19952,1
8,18204,0
13,21679,0
11,3845,0
4,21502,1
3,18190,1
9,22165,1
7,22919,1
8,17864,0
6,21559,1
11,9576,0
11,19524,0
11,12841,0
6,13097,0
2,4574,0
8,1935,0
5,3987,0
10,6169,0
13,21346,0
9,22223,1
13,10184,0
5,6613,0
8,19109,0
12,15394,0
8,8403,0
10,22496,0
4,2659,0
4,11554,1
5,18444,1
10,4954,0
4,5560,0
5,12518,1
3,23164,1
10,16373,0
8,14538,0
6,9364,0
8,23777,1
8,18677,0
14,13551,0
4,7138,0
5,2132,0
13,17439,0
8,9014,0
8,21293,1
2,3727,0
5,9810,0
2,9336,1
10,9344,0
12,20216,0
14,5475,0
14,18925,0
6,24788,1
10,19847,0
9,14246,0
13,19004,0
14,14413,0
2,2472,0
9,7039,0
5,3259,0
7,19463,1
9,8559,0
9,24229,1
13,20577,0
11,8255,0
5,21999,1
14,4220,0
5,19917,1
4,12641,1
11,3433,0
13,2760,0
14,18274,0
4,1179,0
3,15558,1
9,6978,0
4,4490,0
8,21082,1
9,6208,0
5,2841,0
5,14991,1
11,12566,0
12,21412,0
3,22718,1
9,19289,0
2,9671,1
8,20284,1
12,1285,0
10,8382,0
11,11348,0
14,14789,0
11,16937,0
14,3027,0
13,5721,0
10,20475,0
4,6492,0
9,5659,0
11,15108,0
2,18106,1
3,7680,1
14,6985,0
10,17945,0
3,12123,1
14,2690,0
7,24244,1
3,24840,1
2,19496,1
9,10054,0
9,23763,1
2,17603,1
10,16698,0
2,21402,1
2,22107,1
14,15665,0
4,849,0
7,23716,1
14,15758,0
5,3862,0
2,7532,1
6,8469,0
5,19171,1
4,7120,0
10,1801,0
8,22449,1
11,4944,0
10,3475,0
11,3138,0
9,18913,0
5,21961,1
4,8498,0
2,20135,1
3,21137,1
4,13017,1
14,24454,0
2,12679,1
7,18165,1
2,9159,1
7,23504,1
14,17496,0
7,22440,1
8,15153,0
14,16622,0
13,12410,0
10,8283,0
14,17031,0
10,23702,0
5,17865,1
14,6494,0
13,1852,0
14,9497,0
14,23408,0
2,18629,1
4,5759,0
8,9075,0
2,10160,1
13,20427,0
4,24852,1
2,15483,1
3,7166,0
10,24624,1
3,21106,1
4,353,0
5,19642,1
2,24501,1
12,14068,0
9,16038,0
12,8418,0
3,19872,1
9,13134,0
7,3247,0
5,16401,1
12,23963,0
2,11487,1
7,17346,1
9,17566,0
2,15493,1
11,23437,0
7,17597,1
8,6481,0
9,15774,0
2,11812,1
6,21144,1
11,12025,0
10,9720,0
5,4664,0
11,505,0
6,8307,0
5,24856,1
4,1252,0
5,11789,0
13,488,0
2,3550,0
10,12973,0
6,1696,0
9,3390,0
5,11919,0
11,10893,0
3,16035,1
3,763,0
14,2196,0
3,2254,0
4,20327,1
14,17609,0
9,6481,0
8,1731,0
2,4019,0
5,20604,1
12,17593,0
8,4331,0
12,7922,0
6,13290,0
8,11218,0
8,8198,0
12,15136,0
7,12021,0
2,4116,0
10,3506,0
2,19362,1
3,2541,0
13,12556,0
4,4511,0
5,7841,0
6,21702,1
10,19394,0
6,14480,1
2,14345,1
2,5164,1
8,18110,0
9,8745,0
10,10939,0
4,1850,0
4,5665,0
3,8984,1
9,24276,1
13,20172,0
3,13509,1
10,20548,0
13,23407,0
9,13339,0
13,21711,0
14,10642,0
3,22920,1
2,2607,0
11,3519,0
12,23695,0
5,7471,0
3,12760,1
3,13813,1
10,15036,0
13,2791,0
4,12816,1
4,13998,1
12,9968,0
11,19963,0
10,22997,0
2,12155,1
10,16890,0
6,16066,1
8,14068,0
3,19939,1
10,6495,0
6,14903,1
14,13055,0
14,24336,0
5,21382,1
12,7594,0
8,2141,0
4,5916,0
14,15175,0
13,15648,0
6,18055,1
10,602,0
10,3957,0
8,1751,0
9,10324,0
2,23016,1
9,10093,0
12,14616,0
9,5418,0
13,7727,0
5,14591,1
5,5098,0
3,5371,0
4,23091,1
13,22307,0
9,9618,0
9,573,0
6,22777,1
14,7101,0
7,18373,1
12,13400,0
2,10438,1
9,8006,0
9,10599,0
6,6139,0
4,3796,0
4,12568,1
14,17174,0
4,11367,1
9,15528,0
10,15072,0
10,24992,1
9,8690,0
14,11417,0
11,22782,0
14,2803,0
6,13180,0
7,21695,1
6,15417,1
12,13994,0
6,13721,0
5,13424,1
6,3812,0
3,4451,0
10,10583,0
4,1016,0
7,8082,0
11,4857,0
3,1008,0
13,8446,0
9,12069,0
4,4262,0
7,9052,0
8,19157,0
7,9030,0
13,14359,0
6,17104,1
9,24544,1
4,9472,0
3,2252,0
10,17360,0
3,20793,1
14,20953,0
12,16443,0
14,9424,0
8,12806,0
14,4082,0
9,9497,0
8,9371,0
14,2359,0
8,18965,0
4,24356,1
7,23689,1
9,18356,0
13,24809,0
6,9798,0
3,878,0
4,3149,0
7,1095,0
7,12976,0
2,12168,1
5,15411,1
5,763,0
9,15210,0
5,24989,1
3,19197,1
2,9698,1
3,10638,1
8,8417,0
7,17166,1
11,18619,0
10,7714,0
11,8404,0
13,2790,0
7,2588,0
14,3024,0
4,8847,0
6,21989,1
3,16079,1
4,1231,0
13,9693,0
14,22857,0
9,4824,0
4,10014,1
11,20625,0
11,7952,0
6,17187,1
2,3616,0
9,15602,0
8,6210,0
10,14086,0
5,9685,0
2,7457,1
11,2855,0
7,11569,0
2,19306,1
10,5084,0
8,22251,1
4,542,0
11,7632,0
3,20397,1
13,24164,0
11,22199,0
4,3215,0
9,20792,0
6,13675,0
14,21346,0
7,2737,0
4,20064,1
14,22968,0
11,23509,0
5,18015,1
8,6778,0
8,20821,1
11,15742,0
8,10438,0
6,11715,0
2,21751,1
9,11292,0
6,18625,1
5,2417,0
2,4868,1
8,2601,0
13,8687,0
14,20139,0
6,18158,1
4,17067,1
8,19750,1
14,13705,0
10,2886,0
14,15138,0
4,6108,0
10,18943,0
8,11119,0
11,23606,0
4,1695,0
7,24044,1
4,13803,1
14,15251,0
10,16152,0
2,14080,1
10,17743,0
4,390,0
9,7318,0
5,14885,1
7,22296,1
4,10115,1
6,3921,0
12,10454,0
8,14017,0
11,20356,0
7,11166,0
3,16278,1
8,10037,0
2,23933,1
7,17546,1
12,11477,0
2,15169,1
5,16292,1
7,24431,1
4,11947,1
2,5186,1
3,20659,1
9,930,0
11,17669,0
7,7851,0
11,11402,0
12,21754,0
8,21723,1
11,20371,0
13,3928,0
13,19792,0
12,1151,0
4,23598,1
6,11368,0
14,4426,0
4,5551,0
7,4696,0
12,4652,0
6,2997,0
5,24560,1
8,18431,0
4,1990,0
7,21481,1
3,14106,1
13,20464,0
12,17993,0
14,10055,0
3,8644,1
8,15884,0
9,16722,0
3,21569,1
12,19759,0
13,3206,0
12,18077,0
11,6162,0
3,15160,1
6,17365,1
6,7189,0
12,21898,0
9,4814,0
10,24632,1
3,18542,1
4,17514,1
3,20316,1
5,1469,0
9,13988,0
8,18286,0
14,4281,0
2,13836,1
6,15440,1
10,15139,0
8,11002,0
5,8332,0
14,12139,0
4,14422,1
11,14943,0
4,9430,0
11,9147,0
6,928,0
14,12345,0
2,17941,1
5,17152,1
2,1762,0
8,2026,0
12,6864,0
3,4474,0
12,8609,0
11,5188,0
3,11495,1
14,21626,0
12,775,0
8,9580,0
9,14354,0
2,15932,1
8,15306,0
9,12144,0
5,22286,1
3,13090,1
5,22207,1
3,11695,1
12,14657,0
14,9570,0
14,9658,0
7,8082,0
5,15413,1
13,11746,0
6,18657,1
12,13716,0
5,2404,0
8,2302,0
13,20591,0
14,24302,0
13,23805,0
2,6621,1
9,11335,0
2,15961,1
13,12604,0
11,14035,0
3,16392,1
2,12090,1
13,6336,0
7,24459,1
6,23829,1
3,17521,1
14,22859,0
7,12254,0
9,11993,0
5,21023,1
14,596,0
11,19934,0
11,4605,0
14,8019,0
10,6608,0
5,20484,1
13,17138,0
2,7138,1
9,15882,0
6,13386,0
10,12603,0
2,18257,1
5,7688,0
12,22127,0
14,11177,0
11,2696,0
13,18211,0
4,13893,1
2,1294,0
4,1440,0
14,17645,0
8,23647,1
13,10525,0
12,13752,0
10,24279,1
11,5767,0
8,15908,0
12,8709,0
10,24782,1
11,6012,0
11,7458,0
12,11533,0
6,2544,0
7,24579,1
13,4664,0
6,11098,0
3,19752,1
3,3438,0
4,16134,1
3,9640,1
11,12822,0
10,21449,0
6,13704,0
12,1508,0
12,23671,0
5,13477,1
9,12028,0
9,23937,1
11,7091,0
3,16922,1
3,21209,1
2,5618,1
7,19839,1
4,6519,0
4,6340,0
4,17572,1
3,17795,1
3,17823,1
14,2932,0
8,10450,0
9,3997,0
5,5968,0
11,506,0
8,15488,0
6,11005,0
9,14554,0
14,18137,0
10,13739,0
11,3554,0
10,16060,0
2,331,0
8,8377,0
3,19365,1
7,15249,0
6,2604,0
13,20973,0
11,19369,0
9,19649,0
11,3315,0
9,5451,0
7,7689,0
9,15660,0
10,19135,0
7,17736,1
3,9384,1
11,20555,0
5,1837,0
10,3274,0
8,3393,0
6,4113,0
14,4123,0
3,11438,1
7,10698,0
9,8977,0
5,23763,1
14,24511,0
4,21936,1
5,2966,0
13,2517,0
4,7985,0
10,13635,0
2,9726,1
7,10653,0
6,3698,0
5,8522,0
10,21353,0
6,17486,1
13,20471,0
6,15438,1
10,13848,0
7,5743,0
3,11691,1
11,5975,0
11,5226,0
13,19815,0
13,3319,0
2,9231,1
5,23770,1
4,3622,0
7,11050,0
10,10550,0
4,23061,1
8,17034,0
6,21914,1
13,21483,0
4,15275,1
4,2995,0
6,577,0
8,18633,0
5,18075,1
10,23027,0
10,8516,0
8,14644,0
5,15260,1
10,3447,0
5,3078,0
7,7935,0
7,6691,0
4,7366,0
4,14994,1
10,6466,0
5,19157,1
10,12939,0
11,21428,0
2,21102,1
12,4825,0
12,4492,0
6,14745,1
10,19700,0
6,22454,1
5,5521,0
6,22925,1
5,22072,1
7,7952,0
5,23537,1
8,14859,0
6,6345,0
5,24925,1
10,13058,0
4,23666,1
4,1100,0
10,18571,0
6,7357,0
6,4061,0
8,6103,0
10,13393,0
9,1657,0
14,16202,0
2,8574,1
4,18713,1
14,8405,0
8,18223,0
7,18010,1
12,24205,0
9,13358,0
8,2424,0
5,12806,1
4,24295,1
13,21613,0
6,6806,0
7,7238,0
5,13859,1
13,4687,0
14,11020,0
6,13905,0
12,15875,0
11,8676,0
2,5081,1
4,20695,1
12,20097,0
2,22196,1
12,12690,0
10,3218,0
13,13936,0
12,5069,0
8,14431,0
13,11263,0
7,16516,0
4,8605,0
6,20798,1
8,12533,0
14,8325,0
8,22412,1
8,3532,0
12,10040,0
14,5250,0
14,8319,0
12,12143,0
8,22640,1
8,1576,0
4,19715,1
4,19307,1
7,23833,1
7,16975,1
13,23717,0
3,17438,1
11,22291,0
5,9235,0
6,10020,0
12,14228,0
9,8709,0
12,21838,0
5,1224,0
12,15097,0
11,21573,0
4,444,0
12,1789,0
8,7308,0
13,24441,0
4,22488,1
7,9284,0
9,3704,0
4,24249,1
10,15613,0
8,16974,0
3,20455,1
8,3398,0
14,2572,0
13,12450,0
6,15485,1
14,23611,0
6,18866,1
7,11411,0
2,16445,1
14,8636,0
7,12190,0
3,21136,1
12,9125,0
4,12973,1
3,10695,1
7,4389,0
11,14418,0
8,19683,1
14,15789,0
10,8749,0
9,18503,0
4,11410,1
7,14657,0
6,12313,0
4,8310,0
3,18685,1
12,3900,0
12,19804,0
2,12680,1
2,22310,1
14,12811,0
13,10916,0
5,17047,1
8,13903,0
4,7170,0
14,15888,0
13,11180,0
8,16446,0
11,6267,0
11,21587,0
13,4562,0
4,15298,1
4,6037,0
12,15629,0
9,11640,0
5,3282,0
6,6994,0
6,16492,1
9,21645,1
13,11271,0
10,18923,0
7,8987,0
5,6907,0
9,15998,0
4,23042,1
14,4515,0
7,24717,1
11,19201,0
11,11466,0
10,11213,0
8,16374,0
5,10871,0
13,754,0
13,14547,0
6,23422,1
7,9970,0
9,9775,0
10,19353,0
11,4173,0
5,1235,0
2,5347,1
14,15056,0
8,19637,1
2,12988,1
10,497,0
13,20025,0
10,23719,0
8,4845,0
14,20771,0
4,11099,1
14,9384,0
3,13862,1
11,6687,0
13,21788,0
2,11814,1
9,20700,0
6,10322,0
11,2108,0
2,22420,1
7,12690,0
3,3822,0
12,9967,0
3,20554,1
14,22879,0
11,8008,0
11,5515,0
9,2412,0
6,3191,0
2,16564,1
4,23939,1
9,13343,0
4,3947,0
14,5348,0
4,22988,1
8,2468,0
8,14912,0
6,23878,1
6,12131,0
11,5959,0
11,11613,0
11,19364,0
10,18396,0
14,13625,0
2,17358,1
10,6633,0
2,7925,1
2,19786,1
14,16380,0
11,10737,0
14,3807,0
8,22705,1
5,3351,0
13,10311,0
4,22636,1
7,9289,0
13,6279,0
3,5427,0
4,3806,0
7,661,0
4,17936,1
7,13834,0
4,340,0
4,11062,1
11,18861,0
11,18133,0
10,6775,0
10,11553,0
4,13401,1
6,6563,0
13,15086,0
12,7185,0
14,22472,0
2,3248,0
5,3017,0
8,6562,0
10,15799,0
4,22752,1
13,4575,0
14,21112,0
6,17553,1
7,18603,1
9,19714,0
7,12275,0
6,16512,1
14,3517,0
8,24228,1
11,20487,0
10,457,0
4,13378,1
12,20555,0
5,986,0
2,17468,1
7,12188,0
12,10366,0
5,14862,1
11,16955,0
14,22644,0
5,18748,1
11,9985,0
9,7650,0
4,4869,0
11,22761,0
4,6677,0
9,24392,1
2,20124,1
7,19318,1
2,12556,1
4,21783,1
6,16649,1
3,8768,1
7,20295,1
10,2180,0
12,16773,0
13,7562,0
10,21257,0
7,614,0
3,11250,1
13,9358,0
8,3851,0
12,10477,0
4,9673,1
2,689,0
13,1923,0
14,15774,0
3,6656,0
8,22342,1
7,12256,0
11,6499,0
3,9227,1
