MrotInHour,Salary,Class
9,5580,0
2,10545,1
5,24027,1
11,18697,1
12,2087,0
8,4199,0
8,20256,1
14,23728,1
2,18976,1
13,23572,1
14,11874,0
2,2925,1
3,9353,1
14,2704,0
11,2111,0
12,4638,0
3,10617,1
2,2809,0
3,10210,1
3,3663,0
6,8723,1
13,3732,0
4,18874,1
5,3808,0
12,18881,1
8,10192,0
12,4761,0
6,1304,0
6,23941,1
11,1323,0
6,24216,1
7,19393,1
9,24378,1
3,13125,1
10,5047,0
6,9538,1
12,8795,0
13,10667,0
5,5037,0
4,19459,1
12,3986,0
10,20734,1
10,631,0
3,23192,1
2,12610,1
4,24247,1
4,18663,1
9,24976,1
5,11614,1
5,6381,0
2,10651,1
7,24348,1
5,2746,0
3,1222,0
6,23394,1
10,22128,1
8,16166,1
13,22235,1
4,15586,1
14,22135,1
13,9011,0
4,8016,1
5,7170,0
5,24258,1
12,3318,0
4,2524,0
10,24712,1
12,21336,1
9,22143,1
2,4715,1
6,20482,1
2,6736,1
9,8598,0
13,3734,0
4,3658,0
3,6877,1
13,24758,1
9,15385,1
12,15308,0
11,6760,0
13,13025,0
4,16210,1
7,4945,0
4,19376,1
6,565,0
5,1048,0
3,10716,1
10,18034,1
3,20189,1
10,2819,0
9,10033,0
6,21406,1
5,1267,0
2,13267,1
2,23735,1
4,14058,1
8,8236,0
12,9898,0
4,22651,1
8,2490,0
9,8821,0
3,1542,0
4,20037,1
8,18554,1
6,1781,0
7,8639,0
14,7527,0
3,21250,1
6,23771,1
10,4394,0
12,9253,0
6,6802,0
2,13573,1
5,22735,1
6,13757,1
7,12397,1
11,18930,1
9,11976,0
3,13295,1
4,17705,1
10,1756,0
11,15899,1
12,9926,0
12,21444,1
4,1624,0
6,7903,0
12,22111,1
14,4872,0
7,8314,0
8,440,0
12,8169,0
3,15298,1
12,10388,0
7,16155,1
6,11270,1
9,9918,0
9,14548,1
12,4126,0
4,21081,1
10,18366,1
5,20501,1
5,9846,1
14,8674,0
5,10805,1
5,7341,1
9,4790,0
5,17382,1
2,20437,1
4,14935,1
4,19686,1
14,23712,1
2,18685,1
5,5812,0
2,24499,1
13,1057,0
13,4859,0
6,13440,1
8,15513,1
2,6488,1
3,16307,1
13,13216,0
6,3433,0
5,23735,1
14,12918,0
13,6460,0
2,23336,1
14,7254,0
14,13827,0
9,14897,1
10,15091,1
9,15328,1
13,23918,1
14,6325,0
12,4251,0
3,10105,1
2,8244,1
9,23892,1
4,4717,0
14,12168,0
8,11927,1
5,12132,1
14,3531,0
5,7309,1
9,18343,1
4,1338,0
13,18179,0
13,15895,0
6,4970,0
4,21605,1
10,1611,0
13,11067,0
3,22207,1
8,23306,1
14,15837,0
9,8547,0
2,15530,1
2,12920,1
11,2118,0
12,14830,0
3,6626,1
6,20926,1
4,9274,1
9,1829,0
9,622,0
6,7530,0
8,13439,1
8,9704,0
6,14890,1
3,18225,1
10,8221,0
3,3151,0
10,9150,0
10,8878,0
10,14582,1
6,15216,1
3,17578,1
7,2735,0
8,4431,0
4,1141,0
12,5883,0
13,20657,1
9,14030,1
9,3150,0
5,16220,1
12,17913,1
9,3894,0
2,14370,1
4,19497,1
12,21321,1
12,13371,0
10,4413,0
6,3814,0
5,11423,1
11,572,0
11,3050,0
5,11280,1
2,4892,1
14,5213,0
5,15698,1
5,769,0
8,24706,1
9,11433,0
4,22549,1
3,1331,0
11,18259,1
5,10185,1
5,15156,1
7,21163,1
4,22146,1
2,12951,1
12,4481,0
2,21571,1
2,20852,1
8,7849,0
10,23793,1
9,4632,0
14,5349,0
9,23116,1
3,5517,1
9,8053,0
8,7853,0
5,22482,1
4,5574,0
7,16627,1
3,19017,1
6,11682,1
9,10698,0
7,23737,1
10,9582,0
6,8777,1
9,10600,0
7,23493,1
12,19600,1
4,12374,1
2,13923,1
11,15144,0
3,7190,1
6,8593,0
10,893,0
4,3305,0
6,19999,1
5,22132,1
14,22405,1
12,15651,0
11,13304,0
3,2596,0
2,10043,1
3,8044,1
11,23628,1
9,9752,0
10,22810,1
6,21204,1
6,17835,1
7,23863,1
5,8704,1
11,14318,0
8,17932,1
13,2234,0
8,19471,1
12,20943,1
4,5713,0
11,8629,0
8,6302,0
13,15099,0
10,24310,1
8,23029,1
2,11569,1
7,18846,1
12,9980,0
12,1706,0
8,18151,1
4,21089,1
14,16900,0
14,12189,0
4,21040,1
4,5306,0
12,24713,1
3,7984,1
10,20833,1
9,858,0
13,18942,1
3,21178,1
12,1904,0
12,13001,0
3,15937,1
6,12088,1
3,19282,1
6,23488,1
9,1253,0
7,19036,1
9,20650,1
7,7352,0
4,13808,1
6,8497,0
9,3969,0
6,17319,1
13,8094,0
10,4918,0
4,4707,0
7,4732,0
9,17693,1
4,1912,0
11,22426,1
8,5804,0
13,3827,0
10,8828,0
9,15069,1
6,22210,1
8,11676,1
10,21726,1
10,22788,1
5,19103,1
7,17175,1
4,13249,1
13,23098,1
6,16924,1
2,11646,1
5,23786,1
8,1944,0
10,22523,1
6,22167,1
4,2516,0
12,2030,0
4,5191,0
4,7241,1
6,14266,1
8,9168,0
4,16110,1
10,852,0
5,18827,1
8,10651,0
9,17741,1
13,1233,0
2,11477,1
5,1302,0
14,5249,0
4,19479,1
3,16878,1
4,3688,0
12,15509,0
2,24055,1
5,19074,1
7,8410,0
11,8131,0
3,7734,1
14,1709,0
12,17385,1
10,21009,1
4,22349,1
10,22915,1
5,3696,0
12,15494,0
12,16535,0
4,4753,0
10,2810,0
6,12093,1
13,22549,1
10,7004,0
9,8615,0
13,13682,0
11,1007,0
7,8984,0
11,16286,1
13,12717,0
4,15126,1
4,20117,1
10,7259,0
7,8276,0
7,15802,1
2,9698,1
8,24709,1
12,6542,0
9,14510,1
4,3577,0
3,2840,0
14,7001,0
5,21946,1
14,9226,0
4,17463,1
6,21579,1
12,10230,0
8,5431,0
12,23746,1
8,7221,0
6,7192,0
8,2721,0
6,1400,0
11,2269,0
3,8597,1
14,23136,1
2,18634,1
10,22974,1
12,10466,0
5,18800,1
2,23515,1
3,16410,1
3,5463,1
3,22292,1
4,10976,1
14,5049,0
13,4972,0
9,22531,1
10,16790,1
12,20822,1
4,8340,1
8,7235,0
3,23768,1
4,24700,1
5,7733,1
2,5124,1
2,13548,1
11,16168,1
9,3632,0
13,17655,0
5,23105,1
7,10119,1
14,16404,0
10,4238,0
4,4469,0
5,1863,0
14,6452,0
9,11634,0
6,12702,1
5,19602,1
3,11119,1
14,4228,0
2,16615,1
3,24396,1
6,956,0
9,20916,1
2,10929,1
11,5205,0
9,3683,0
6,3013,0
5,8395,1
5,6226,0
2,23063,1
6,5144,0
11,19542,1
9,2666,0
14,4882,0
8,24916,1
9,23966,1
12,23355,1
11,20380,1
2,18374,1
7,7855,0
6,8916,1
2,22085,1
4,10578,1
5,327,0
6,11610,1
5,368,0
2,16034,1
13,22715,1
14,9768,0
4,17686,1
12,16865,0
6,18662,1
9,3229,0
3,5543,1
9,21438,1
11,23347,1
10,4405,0
2,12716,1
7,952,0
10,3416,0
14,23939,1
4,18474,1
10,6455,0
5,16555,1
11,1793,0
8,24531,1
4,12388,1
7,5245,0
7,2129,0
9,1260,0
4,1411,0
10,2671,0
9,2102,0
9,24466,1
3,977,0
13,7630,0
3,11179,1
13,14008,0
6,14219,1
3,2956,0
6,11922,1
13,23143,1
3,22338,1
3,24880,1
5,4345,0
9,15601,1
14,20732,1
7,5695,0
10,16223,1
12,16249,0
3,4665,1
3,23117,1
2,18708,1
8,8065,0
14,10321,0
6,14126,1
11,9691,0
4,4045,0
5,17101,1
2,16433,1
10,12180,0
6,2461,0
5,12694,1
4,2491,0
13,17125,0
14,23049,1
7,15326,1
8,8416,0
5,21815,1
12,14627,0
3,6637,1
14,2625,0
14,1085,0
3,12477,1
6,22458,1
11,15727,0
10,4472,0
3,4113,0
13,9986,0
14,6260,0
3,21918,1
14,15300,0
13,22963,1
12,6320,0
13,4231,0
9,20940,1
5,933,0
12,5173,0
3,17548,1
2,9523,1
9,14892,1
8,15591,1
10,17936,1
12,12512,0
10,17320,1
3,20758,1
9,9246,0
4,10895,1
8,21494,1
13,10024,0
10,18879,1
3,9411,1
7,17937,1
6,21394,1
9,4103,0
9,6869,0
6,7930,0
8,23964,1
13,21244,1
11,20866,1
9,10801,0
4,5858,1
11,19705,1
13,8680,0
8,7633,0
8,21149,1
10,5827,0
5,9421,1
13,10417,0
14,20480,1
9,3805,0
12,12569,0
8,14427,1
2,5525,1
10,14040,0
10,14237,0
5,20563,1
8,24703,1
9,5126,0
12,21454,1
10,22385,1
8,10991,0
8,21041,1
9,1186,0
3,4520,1
7,24211,1
7,23239,1
3,16100,1
11,6278,0
10,11476,0
12,17832,1
9,10871,0
7,18014,1
9,21206,1
2,14268,1
3,16587,1
14,17273,0
12,16753,0
2,14333,1
4,12282,1
12,9429,0
12,18622,1
4,12127,1
7,733,0
11,23927,1
6,6017,0
8,12052,1
10,23751,1
9,969,0
4,1850,0
6,23024,1
14,13702,0
3,24351,1
4,9132,1
14,4280,0
14,24853,1
14,21290,1
2,12425,1
10,10443,0
2,11047,1
10,11672,0
2,6867,1
14,10465,0
11,23482,1
5,13709,1
8,4306,0
3,17927,1
3,19154,1
2,1263,0
10,6514,0
10,8888,0
3,14507,1
3,22897,1
5,18372,1
11,23821,1
10,3792,0
7,24312,1
6,6014,0
8,8066,0
12,19045,1
2,22390,1
12,6836,0
13,23783,1
6,14531,1
7,3413,0
13,5974,0
11,21634,1
7,1839,0
5,5042,0
13,22974,1
10,13982,0
2,23674,1
8,564,0
3,14581,1
11,16107,1
13,783,0
10,11755,0
12,3664,0
9,14239,1
12,1150,0
4,3476,0
14,17020,0
2,13403,1
11,19368,1
10,11564,0
7,12408,1
14,14850,0
6,20646,1
14,18228,0
13,13746,0
8,1501,0
10,14383,0
4,20045,1
4,24101,1
14,8054,0
8,8935,0
10,7684,0
2,16495,1
6,3624,0
13,18777,1
12,18101,1
14,10319,0
11,13697,0
12,10522,0
13,17023,0
11,12631,0
9,6472,0
9,9870,0
8,5271,0
9,8046,0
10,23819,1
10,19936,1
14,20736,1
2,15151,1
13,17879,0
14,11378,0
5,2362,0
9,18657,1
12,10725,0
10,8215,0
6,13992,1
9,24618,1
7,6152,0
9,17632,1
4,1258,0
13,8634,0
12,9741,0
4,24514,1
4,10256,1
9,23694,1
13,10534,0
12,16064,0
10,22923,1
12,24950,1
7,19796,1
7,14837,1
10,8234,0
9,5479,0
4,19079,1
8,15019,1
10,11564,0
3,8155,1
3,24699,1
13,24274,1
7,4377,0
11,5607,0
12,17033,0
11,24477,1
13,6811,0
10,16259,1
7,22752,1
11,882,0
14,23675,1
5,23759,1
5,19763,1
3,17471,1
13,24630,1
2,19702,1
10,22770,1
11,19986,1
12,23635,1
14,11133,0
2,2760,0
3,21452,1
12,12794,0
10,4645,0
14,20227,1
5,10820,1
7,23668,1
13,12913,0
10,22075,1
9,18622,1
13,3677,0
4,13022,1
9,19496,1
11,19178,1
2,18427,1
13,12899,0
13,1445,0
3,7792,1
8,23365,1
10,22412,1
10,24949,1
4,2950,0
14,930,0
2,21089,1
7,3646,0
6,9673,1
9,19997,1
9,5312,0
9,5544,0
2,17836,1
3,4201,0
7,4403,0
10,12424,0
3,2183,0
5,325,0
5,1685,0
10,13896,0
12,10288,0
14,24286,1
10,9692,0
12,4892,0
5,7863,1
8,4925,0
12,12793,0
11,14148,0
4,21139,1
4,17281,1
2,19786,1
2,9533,1
2,24533,1
6,11054,1
6,21609,1
2,18234,1
4,23235,1
3,8992,1
8,13592,1
10,14095,0
4,24822,1
12,1565,0
12,11409,0
13,14154,0
12,18003,1
13,8769,0
14,24264,1
12,3980,0
7,1975,0
3,22833,1
2,11373,1
13,22690,1
4,17407,1
6,21239,1
14,6661,0
4,20384,1
14,17869,0
3,23887,1
3,3065,0
3,20978,1
7,3118,0
8,21003,1
12,17261,0
14,12980,0
11,5270,0
14,13851,0
4,13820,1
10,12403,0
3,11448,1
13,22342,1
4,10386,1
6,17073,1
6,24758,1
7,13786,1
2,7712,1
12,11632,0
7,24306,1
10,8995,0
11,4363,0
5,20996,1
7,23489,1
3,21158,1
13,21242,1
3,1464,0
8,10299,0
7,5613,0
6,14659,1
4,12020,1
6,4725,0
5,22752,1
4,6899,1
11,1027,0
7,3333,0
13,23876,1
9,24961,1
9,23347,1
8,14191,1
2,8212,1
7,12401,1
11,12185,0
11,3283,0
10,22719,1
11,10550,0
3,18566,1
4,12525,1
6,18010,1
5,8875,1
2,4287,1
2,10226,1
11,20561,1
13,18768,1
8,5567,0
12,21828,1
9,2489,0
8,20784,1
9,7189,0
8,19061,1
5,18462,1
8,9489,0
4,21473,1
9,24981,1
5,14775,1
6,385,0
12,24873,1
10,19194,1
6,4727,0
3,18768,1
7,8801,0
2,12050,1
11,469,0
11,11474,0
13,8677,0
7,22401,1
10,24059,1
8,21650,1
12,6115,0
6,11256,1
4,21848,1
7,4614,0
2,12971,1
13,22273,1
14,2105,0
11,11786,0
7,375,0
12,16805,0
7,24900,1
11,20544,1
13,13083,0
10,3160,0
6,22156,1
10,19604,1
3,6106,1
12,19555,1
2,13148,1
9,12827,0
12,6854,0
12,7590,0
7,15062,1
9,2330,0
6,20181,1
8,14295,1
8,24499,1
11,12487,0
13,4902,0
5,21327,1
9,8638,0
6,10211,1
4,2849,0
5,2652,0
3,17547,1
4,15059,1
2,5378,1
11,20640,1
11,3504,0
4,18666,1
11,7070,0
4,12307,1
10,12244,0
11,9769,0
13,13165,0
12,1225,0
2,17285,1
7,14105,1
9,3557,0
7,8357,0
10,14387,0
14,16086,0
13,16581,0
7,5937,0
11,16241,1
7,24292,1
8,6588,0
12,4565,0
14,13741,0
11,17774,1
5,16213,1
9,352,0
2,19597,1
8,16989,1
5,1623,0
3,3408,0
10,4195,0
10,13107,0
2,22092,1
11,22806,1
6,2380,0
5,19662,1
2,9429,1
5,14274,1
8,9454,0
10,2186,0
4,15515,1
9,12182,0
12,11496,0
4,7496,1
13,20856,1
5,24375,1
9,7825,0
11,14917,0
2,8386,1
8,18691,1
14,22153,1
13,6242,0
9,14060,1
6,9207,1
12,21840,1
5,14668,1
5,18976,1
8,14929,1
7,21838,1
12,3150,0
10,3921,0
6,17673,1
5,5321,0
2,17589,1
4,22803,1
11,7118,0
6,2678,0
14,24872,1
4,14555,1
12,10820,0
9,23156,1
4,7086,1
4,20293,1
8,13863,1
13,6741,0
14,19813,0
13,1245,0
11,916,0
9,3798,0
12,16402,0
3,19767,1
13,1947,0
14,5184,0
8,13156,1
11,8382,0
14,5521,0
7,22057,1
7,4575,0
2,13804,1
8,6618,0
13,3450,0
11,17330,1
6,6316,0
13,24510,1
13,17260,0
13,1378,0
4,20587,1
13,5076,0
7,19040,1
12,7480,0
10,4020,0
14,1486,0
4,10652,1
5,20336,1
4,16749,1
12,12863,0
13,12033,0
14,4561,0
11,3786,0
2,9077,1
13,19025,1
8,23081,1
9,19045,1
12,24837,1
13,10728,0
10,4648,0
12,19863,1
14,12942,0
3,11345,1
13,17741,0
12,18472,1
3,12910,1
7,2941,0
10,6040,0
9,20147,1
8,15964,1
7,17809,1
12,5793,0
11,22409,1
11,18242,1
13,14927,0
8,7372,0
13,12928,0
5,9186,1
7,19338,1
2,7285,1
14,4874,0
13,19037,1
7,8476,0
6,5490,0
12,10481,0
3,6914,1
7,19475,1
8,16099,1
5,9514,1
13,2359,0
13,12549,0
9,7280,0
12,922,0
2,1223,0
3,3304,0
3,4065,0
4,22048,1
8,12690,1
7,17714,1
5,17823,1
6,11097,1
12,7414,0
10,14459,1
9,20770,1
9,18194,1
2,2176,0
4,8776,1
13,1691,0
7,3153,0
6,5068,0
8,2610,0
5,16329,1
10,3366,0
6,20963,1
13,1693,0
12,3408,0
10,18974,1
13,16814,0
11,23086,1
12,23321,1
12,21725,1
2,24168,1
14,24971,1
2,9218,1
5,4549,0
12,18124,1
11,19897,1
6,19560,1
10,8376,0
4,17518,1
2,5156,1
8,983,0
2,7603,1
7,14541,1
4,3534,0
13,6558,0
6,20046,1
3,24324,1
3,24157,1
2,21965,1
3,8355,1
8,12879,1
12,22034,1
13,4160,0
2,8022,1
5,5322,0
8,6896,0
5,13050,1
5,18516,1
9,20724,1
2,3992,1
8,16580,1
5,9243,1
6,19496,1
9,23700,1
13,5505,0
9,15331,1
9,1461,0
9,14944,1
3,10449,1
4,6112,1
4,2230,0
12,17349,1
11,7534,0
3,12299,1
10,23258,1
5,13178,1
7,6266,0
5,3325,0
11,16514,1
11,16903,1
8,23839,1
2,17333,1
8,8600,0
3,15637,1
7,1483,0
8,23209,1
9,19898,1
12,13539,0
6,8286,0
4,10442,1
13,20616,1
8,17267,1
4,13986,1
10,8850,0
2,10854,1
13,7098,0
11,5652,0
2,16830,1
9,24475,1
6,10933,1
2,6666,1
4,8124,1
9,16893,1
2,8161,1
13,22659,1
9,8424,0
6,16079,1
7,18484,1
14,19436,0
8,1711,0
13,12505,0
5,21580,1
10,15176,1
14,22304,1
5,2936,0
8,17953,1
12,6378,0
3,15410,1
7,11566,1
11,13958,0
14,7153,0
3,23271,1
5,14422,1
6,18320,1
12,15338,0
6,21916,1
5,12048,1
8,11315,0
4,17601,1
12,6171,0
8,13456,1
4,2164,0
14,4678,0
8,10264,0
5,19356,1
3,20132,1
5,15489,1
13,3913,0
12,18688,1
14,18013,0
7,17802,1
3,9977,1
7,15133,1
7,18224,1
12,15893,0
13,4224,0
11,7667,0
12,10438,0
9,18692,1
8,7525,0
7,6242,0
8,19524,1
2,10457,1
6,15116,1
10,11355,0
6,15839,1
9,20438,1
5,1743,0
9,6554,0
5,11429,1
4,1298,0
12,19358,1
11,13948,0
14,16890,0
12,3190,0
8,7002,0
4,2686,0
9,4511,0
7,3383,0
8,2780,0
2,12475,1
11,15449,0
12,13119,0
8,21507,1
11,17516,1
11,17604,1
4,18083,1
5,9226,1
10,14194,0
11,16592,1
6,21152,1
14,21867,1
8,20216,1
12,13864,0
2,22497,1
9,7318,0
6,16372,1
10,6795,0
6,330,0
6,20165,1
14,10250,0
12,16616,0
13,873,0
12,12881,0
13,6433,0
3,20330,1
4,1095,0
7,4965,0
10,18902,1
6,24727,1
10,3151,0
12,23132,1
4,17361,1
4,19430,1
6,10194,1
2,9001,1
5,24667,1
6,24551,1
12,9347,0
11,15562,0
8,20889,1
12,11938,0
12,11883,0
5,4847,0
8,24148,1
9,13901,1
6,17928,1
5,22179,1
4,17773,1
6,21032,1
9,13745,1
11,10939,0
4,16299,1
7,6424,0
4,20487,1
5,2590,0
9,21912,1
3,11058,1
6,6375,0
3,18507,1
9,2308,0
4,14030,1
4,14389,1
3,22195,1
7,19003,1
4,13326,1
2,21380,1
4,3753,0
13,22067,1
11,6048,0
13,7961,0
14,18570,0
14,10084,0
9,14195,1
12,14184,0
4,6459,1
14,15037,0
10,22125,1
11,7871,0
7,3583,0
11,3978,0
5,16100,1
5,1900,0
2,371,0
4,10614,1
3,13871,1
7,7538,0
4,20759,1
9,24365,1
12,17530,1
10,22711,1
5,8356,1
4,24286,1
14,18314,0
4,1786,0
7,11269,1
12,24691,1
10,10486,0
2,1674,0
4,11536,1
9,17681,1
6,14605,1
13,386,0
9,2792,0
13,985,0
13,2840,0
2,5850,1
8,23631,1
12,6303,0
12,3734,0
14,19780,0
14,11114,0
7,4925,0
9,18708,1
13,5477,0
8,7342,0
3,9427,1
11,13196,0
3,828,0
7,4880,0
14,24064,1
2,22842,1
12,15255,0
7,14817,1
9,10765,0
2,13796,1
9,12665,0
8,13480,1
10,17367,1
8,17192,1
4,7416,1
11,17646,1
2,21157,1
3,4056,0
11,12983,0
11,14151,0
7,1234,0
9,2402,0
11,2689,0
11,5186,0
5,24852,1
5,8952,1
4,1492,0
9,17580,1
5,5552,0
7,17972,1
4,17575,1
2,19752,1
12,24252,1
8,21870,1
5,18897,1
8,15243,1
11,2913,0
14,15434,0
9,16064,1
3,20015,1
2,20192,1
4,24263,1
2,10104,1
9,21137,1
10,20039,1
13,14736,0
5,16548,1
12,3414,0
10,12007,0
12,17104,0
5,14938,1
10,21050,1
7,11259,1
11,8486,0
11,22692,1
13,3230,0
5,5932,0
11,12415,0
3,18110,1
9,8573,0
5,9074,1
11,19345,1
2,15226,1
11,15885,1
10,22459,1
11,15613,0
9,20810,1
8,12963,1
3,13091,1
3,18987,1
2,19163,1
3,9915,1
14,20906,1
3,16586,1
9,8271,0
7,8308,0
12,18251,1
13,12926,0
10,7435,0
14,10512,0
9,10538,0
13,8139,0
14,4207,0
6,17640,1
14,9864,0
11,13375,0
5,19607,1
13,10382,0
7,11640,1
9,16720,1
13,1474,0
13,13392,0
12,5543,0
2,12777,1
14,3639,0
13,8251,0
12,9165,0
6,7877,0
5,10253,1
8,7546,0
8,7586,0
14,22364,1
12,16328,0
13,24818,1
11,9692,0
5,17120,1
12,20795,1
14,8648,0
9,3344,0
7,7280,0
7,9204,0
4,14236,1
3,19194,1
14,9721,0
12,21274,1
8,18402,1
5,5133,0
3,17094,1
8,18628,1
6,13537,1
4,11002,1
13,24075,1
14,8832,0
3,23685,1
5,18778,1
8,19694,1
14,20814,1
13,13005,0
3,13762,1
6,7786,0
12,12587,0
2,23271,1
4,20621,1
7,12370,1
6,5706,0
14,9957,0
8,18819,1
9,16072,1
12,20122,1
4,12948,1
7,22720,1
3,23153,1
4,23571,1
6,20155,1
12,8500,0
11,13197,0
12,10397,0
14,5753,0
12,15400,0
14,21922,1
14,21123,1
12,16651,0
4,23357,1
4,17627,1
13,21152,1
6,11606,1
3,13140,1
8,11721,1
12,11309,0
9,9092,0
12,3112,0
6,22349,1
3,3263,0
11,22077,1
11,24231,1
4,10787,1
10,8845,0
8,17031,1
12,6453,0
8,22938,1
7,12110,1
12,13141,0
6,21777,1
11,15972,1
9,24027,1
14,19968,0
4,10198,1
2,24873,1
4,16571,1
6,7180,0
7,12070,1
13,2330,0
7,1166,0
11,16013,1
6,5397,0
10,14070,0
5,11114,1
9,18807,1
4,5704,0
2,7333,1
6,7313,0
11,17036,1
5,4838,0
11,578,0
11,17502,1
14,14575,0
7,24779,1
9,3432,0
2,3594,1
10,22347,1
9,13254,1
12,15729,0
8,10763,0
14,12004,0
9,21235,1
4,12562,1
11,19913,1
11,24880,1
8,11110,0
9,11281,0
12,17759,1
12,9777,0
10,15714,1
13,19987,1
11,4397,0
13,13423,0
7,23758,1
12,7030,0
2,5086,1
12,2387,0
10,9882,0
12,19724,1
11,23904,1
3,16468,1
6,17804,1
5,18261,1
8,5145,0
10,6657,0
9,1800,0
6,19002,1
10,1618,0
13,13606,0
12,349,0
13,1544,0
5,17783,1
8,16208,1
9,22410,1
14,20144,0
10,4057,0
7,1265,0
10,21331,1
7,1260,0
12,3816,0
3,11950,1
7,544,0
11,22148,1
3,9111,1
12,20801,1
14,15798,0
